"","score","asfeeling"
"6081",99,"Strongly Favorable"
"6082",13,"Strongly unfavorable"
"6083",71,"Lightly Favorable"
"6084",31,"Unfavorable"
"6085",5,"Strongly unfavorable"
"6086",83,"Strongly Favorable"
"6087",76,"Strongly Favorable"
"6088",85,"Strongly Favorable"
"6089",26,"Unfavorable"
"6090",76,"Strongly Favorable"
"6091",70,"Lightly Favorable"
"6092",51,"Lightly Favorable"
"6093",12,"Strongly unfavorable"
"6094",83,"Strongly Favorable"
"6095",50,"Unfavorable"
"6096",66,"Lightly Favorable"
"6097",54,"Lightly Favorable"
"6098",100,"Strongly Favorable"
"6099",0,"Strongly unfavorable"
"6100",81,"Strongly Favorable"
"6101",50,"Unfavorable"
"6102",68,"Lightly Favorable"
"6103",77,"Strongly Favorable"
"6104",26,"Unfavorable"
"6105",52,"Lightly Favorable"
"6106",87,"Strongly Favorable"
"6107",2,"Strongly unfavorable"
"6108",100,"Strongly Favorable"
"6109",32,"Unfavorable"
"6110",76,"Strongly Favorable"
"6111",100,"Strongly Favorable"
"6112",50,"Unfavorable"
"6113",38,"Unfavorable"
"6114",80,"Strongly Favorable"
"6115",97,"Strongly Favorable"
"6116",94,"Strongly Favorable"
"6117",27,"Unfavorable"
"6118",55,"Lightly Favorable"
"6120",19,"Strongly unfavorable"
"6121",50,"Unfavorable"
"6122",50,"Unfavorable"
"6123",84,"Strongly Favorable"
"6124",50,"Unfavorable"
"6125",42,"Unfavorable"
"6126",82,"Strongly Favorable"
"6127",100,"Strongly Favorable"
"6128",85,"Strongly Favorable"
"6129",50,"Unfavorable"
"6130",17,"Strongly unfavorable"
"6131",81,"Strongly Favorable"
"6132",6,"Strongly unfavorable"
"6133",88,"Strongly Favorable"
"6134",50,"Unfavorable"
"6135",47,"Unfavorable"
"6136",81,"Strongly Favorable"
"6138",44,"Unfavorable"
"6139",49,"Unfavorable"
"6140",5,"Strongly unfavorable"
"6141",96,"Strongly Favorable"
"6142",30,"Unfavorable"
"6143",73,"Lightly Favorable"
"6145",100,"Strongly Favorable"
"6147",81,"Strongly Favorable"
"6148",80,"Strongly Favorable"
"6149",98,"Strongly Favorable"
"6150",41,"Unfavorable"
"6151",51,"Lightly Favorable"
"6152",18,"Strongly unfavorable"
"6153",61,"Lightly Favorable"
"6154",30,"Unfavorable"
"6155",76,"Strongly Favorable"
"6156",1,"Strongly unfavorable"
"6157",63,"Lightly Favorable"
"6158",26,"Unfavorable"
"6159",20,"Strongly unfavorable"
"6160",50,"Unfavorable"
"6161",53,"Lightly Favorable"
"6162",22,"Strongly unfavorable"
"6163",94,"Strongly Favorable"
"6164",51,"Lightly Favorable"
"6165",88,"Strongly Favorable"
"6166",75,"Lightly Favorable"
"6167",50,"Unfavorable"
"6168",51,"Lightly Favorable"
"6169",52,"Lightly Favorable"
"6170",39,"Unfavorable"
"6171",80,"Strongly Favorable"
"6172",50,"Unfavorable"
"6174",100,"Strongly Favorable"
"6175",82,"Strongly Favorable"
"6176",70,"Lightly Favorable"
"6177",1,"Strongly unfavorable"
"6178",70,"Lightly Favorable"
"6179",62,"Lightly Favorable"
"6180",52,"Lightly Favorable"
"6182",75,"Lightly Favorable"
"6183",47,"Unfavorable"
"6184",49,"Unfavorable"
"6185",99,"Strongly Favorable"
"6186",21,"Strongly unfavorable"
"6187",53,"Lightly Favorable"
"6188",6,"Strongly unfavorable"
"6189",78,"Strongly Favorable"
"6190",44,"Unfavorable"
"6191",95,"Strongly Favorable"
"6192",31,"Unfavorable"
"6193",11,"Strongly unfavorable"
"6194",51,"Lightly Favorable"
"6195",50,"Unfavorable"
"6196",51,"Lightly Favorable"
"6197",53,"Lightly Favorable"
"6198",8,"Strongly unfavorable"
"6199",52,"Lightly Favorable"
"6200",76,"Strongly Favorable"
"6201",51,"Lightly Favorable"
"6202",60,"Lightly Favorable"
"6203",50,"Unfavorable"
"6204",45,"Unfavorable"
"6205",80,"Strongly Favorable"
"6206",77,"Strongly Favorable"
"6207",50,"Unfavorable"
"6208",3,"Strongly unfavorable"
"6209",60,"Lightly Favorable"
"6210",56,"Lightly Favorable"
"6211",60,"Lightly Favorable"
"6213",14,"Strongly unfavorable"
"6214",69,"Lightly Favorable"
"6215",41,"Unfavorable"
"6216",73,"Lightly Favorable"
"6217",51,"Lightly Favorable"
"6218",60,"Lightly Favorable"
"6219",52,"Lightly Favorable"
"6220",8,"Strongly unfavorable"
"6221",50,"Unfavorable"
"6222",43,"Unfavorable"
"6223",5,"Strongly unfavorable"
"6224",50,"Unfavorable"
"6225",32,"Unfavorable"
"6226",38,"Unfavorable"
"6227",81,"Strongly Favorable"
"6228",71,"Lightly Favorable"
"6229",29,"Unfavorable"
"6230",50,"Unfavorable"
"6231",51,"Lightly Favorable"
"6232",78,"Strongly Favorable"
"6233",19,"Strongly unfavorable"
"6234",6,"Strongly unfavorable"
"6235",75,"Lightly Favorable"
"6236",40,"Unfavorable"
"6237",20,"Strongly unfavorable"
"6238",80,"Strongly Favorable"
"6239",52,"Lightly Favorable"
"6240",67,"Lightly Favorable"
"6241",21,"Strongly unfavorable"
"6242",78,"Strongly Favorable"
"6243",50,"Unfavorable"
"6244",79,"Strongly Favorable"
"6245",69,"Lightly Favorable"
"6246",100,"Strongly Favorable"
"6247",31,"Unfavorable"
"6248",48,"Unfavorable"
"6249",1,"Strongly unfavorable"
"6250",80,"Strongly Favorable"
"6251",54,"Lightly Favorable"
"6252",39,"Unfavorable"
"6253",47,"Unfavorable"
"6254",59,"Lightly Favorable"
"6256",90,"Strongly Favorable"
"6257",59,"Lightly Favorable"
"6258",50,"Unfavorable"
"6259",80,"Strongly Favorable"
"6260",30,"Unfavorable"
"6262",58,"Lightly Favorable"
"6263",50,"Unfavorable"
"6264",55,"Lightly Favorable"
"6265",84,"Strongly Favorable"
"6266",56,"Lightly Favorable"
"6268",39,"Unfavorable"
"6269",54,"Lightly Favorable"
"6270",53,"Lightly Favorable"
"6271",61,"Lightly Favorable"
"6272",68,"Lightly Favorable"
"6273",75,"Lightly Favorable"
"6274",59,"Lightly Favorable"
"6275",100,"Strongly Favorable"
"6277",1,"Strongly unfavorable"
"6278",31,"Unfavorable"
"6279",51,"Lightly Favorable"
"6280",37,"Unfavorable"
"6281",94,"Strongly Favorable"
"6282",84,"Strongly Favorable"
"6283",94,"Strongly Favorable"
"6284",52,"Lightly Favorable"
"6285",90,"Strongly Favorable"
"6286",23,"Strongly unfavorable"
"6287",50,"Unfavorable"
"6289",78,"Strongly Favorable"
"6291",96,"Strongly Favorable"
"6292",52,"Lightly Favorable"
"6293",49,"Unfavorable"
"6294",80,"Strongly Favorable"
"6295",72,"Lightly Favorable"
"6296",50,"Unfavorable"
"6297",1,"Strongly unfavorable"
"6298",50,"Unfavorable"
"6299",83,"Strongly Favorable"
"6300",50,"Unfavorable"
"6301",78,"Strongly Favorable"
"6302",41,"Unfavorable"
"6304",0,"Strongly unfavorable"
"6305",29,"Unfavorable"
"6306",66,"Lightly Favorable"
"6307",27,"Unfavorable"
"6308",70,"Lightly Favorable"
"6309",31,"Unfavorable"
"6310",42,"Unfavorable"
"6311",78,"Strongly Favorable"
"6312",96,"Strongly Favorable"
"6313",50,"Unfavorable"
"6314",80,"Strongly Favorable"
"6315",65,"Lightly Favorable"
"6316",21,"Strongly unfavorable"
"6317",80,"Strongly Favorable"
"6318",86,"Strongly Favorable"
"6319",50,"Unfavorable"
"6320",22,"Strongly unfavorable"
"6321",99,"Strongly Favorable"
"6322",56,"Lightly Favorable"
"6323",52,"Lightly Favorable"
"6324",100,"Strongly Favorable"
"6325",100,"Strongly Favorable"
"6326",69,"Lightly Favorable"
"6327",55,"Lightly Favorable"
"6328",19,"Strongly unfavorable"
"6329",91,"Strongly Favorable"
"6330",53,"Lightly Favorable"
"6331",6,"Strongly unfavorable"
"6332",75,"Lightly Favorable"
"6333",49,"Unfavorable"
"6334",11,"Strongly unfavorable"
"6335",80,"Strongly Favorable"
"6336",50,"Unfavorable"
"6337",90,"Strongly Favorable"
"6338",17,"Strongly unfavorable"
"6339",9,"Strongly unfavorable"
"6340",86,"Strongly Favorable"
"6341",50,"Unfavorable"
"6342",59,"Lightly Favorable"
"6343",76,"Strongly Favorable"
"6344",76,"Strongly Favorable"
"6345",0,"Strongly unfavorable"
"6347",11,"Strongly unfavorable"
"6348",50,"Unfavorable"
"6349",50,"Unfavorable"
"6350",25,"Strongly unfavorable"
"6351",9,"Strongly unfavorable"
"6352",32,"Unfavorable"
"6353",71,"Lightly Favorable"
"6354",12,"Strongly unfavorable"
"6355",70,"Lightly Favorable"
"6356",100,"Strongly Favorable"
"6357",100,"Strongly Favorable"
"6358",6,"Strongly unfavorable"
"6359",30,"Unfavorable"
"6360",50,"Unfavorable"
"6361",10,"Strongly unfavorable"
"6362",20,"Strongly unfavorable"
"6363",51,"Lightly Favorable"
"6364",24,"Strongly unfavorable"
"6365",60,"Lightly Favorable"
"6366",65,"Lightly Favorable"
"6367",45,"Unfavorable"
"6369",53,"Lightly Favorable"
"6370",78,"Strongly Favorable"
"6371",100,"Strongly Favorable"
"6372",80,"Strongly Favorable"
"6373",69,"Lightly Favorable"
"6375",100,"Strongly Favorable"
"6376",52,"Lightly Favorable"
"6377",60,"Lightly Favorable"
"6379",47,"Unfavorable"
"6380",69,"Lightly Favorable"
"6381",51,"Lightly Favorable"
"6382",57,"Lightly Favorable"
"6383",27,"Unfavorable"
"6384",35,"Unfavorable"
"6385",6,"Strongly unfavorable"
"6386",5,"Strongly unfavorable"
"6387",4,"Strongly unfavorable"
"6388",91,"Strongly Favorable"
"6389",80,"Strongly Favorable"
"6390",11,"Strongly unfavorable"
"6391",91,"Strongly Favorable"
"6392",91,"Strongly Favorable"
"6393",71,"Lightly Favorable"
"6394",51,"Lightly Favorable"
"6395",77,"Strongly Favorable"
"6396",0,"Strongly unfavorable"
"6397",45,"Unfavorable"
"6398",49,"Unfavorable"
"6399",62,"Lightly Favorable"
"6401",31,"Unfavorable"
"6402",61,"Lightly Favorable"
"6403",69,"Lightly Favorable"
"6404",30,"Unfavorable"
"6405",50,"Unfavorable"
"6406",52,"Lightly Favorable"
"6407",71,"Lightly Favorable"
"6408",46,"Unfavorable"
"6409",79,"Strongly Favorable"
"6410",8,"Strongly unfavorable"
"6411",88,"Strongly Favorable"
"6412",21,"Strongly unfavorable"
"6413",79,"Strongly Favorable"
"6414",99,"Strongly Favorable"
"6415",66,"Lightly Favorable"
"6416",95,"Strongly Favorable"
"6417",28,"Unfavorable"
"6418",60,"Lightly Favorable"
"6419",79,"Strongly Favorable"
"6420",85,"Strongly Favorable"
"6421",51,"Lightly Favorable"
"6422",26,"Unfavorable"
"6423",50,"Unfavorable"
"6424",50,"Unfavorable"
"6425",100,"Strongly Favorable"
"6426",53,"Lightly Favorable"
"6427",50,"Unfavorable"
"6428",63,"Lightly Favorable"
"6429",100,"Strongly Favorable"
"6430",21,"Strongly unfavorable"
"6431",79,"Strongly Favorable"
"6433",51,"Lightly Favorable"
"6434",40,"Unfavorable"
"6435",29,"Unfavorable"
"6436",9,"Strongly unfavorable"
"6437",62,"Lightly Favorable"
"6438",52,"Lightly Favorable"
"6439",2,"Strongly unfavorable"
"6440",78,"Strongly Favorable"
"6441",0,"Strongly unfavorable"
"6442",30,"Unfavorable"
"6443",50,"Unfavorable"
"6444",10,"Strongly unfavorable"
"6445",31,"Unfavorable"
"6446",50,"Unfavorable"
"6447",35,"Unfavorable"
"6448",64,"Lightly Favorable"
"6449",33,"Unfavorable"
"6450",64,"Lightly Favorable"
"6451",9,"Strongly unfavorable"
"6452",3,"Strongly unfavorable"
"6453",53,"Lightly Favorable"
"6454",100,"Strongly Favorable"
"6455",79,"Strongly Favorable"
"6456",54,"Lightly Favorable"
"6457",79,"Strongly Favorable"
"6458",63,"Lightly Favorable"
"6459",90,"Strongly Favorable"
"6460",50,"Unfavorable"
"6461",14,"Strongly unfavorable"
"6462",79,"Strongly Favorable"
"6463",100,"Strongly Favorable"
"6464",76,"Strongly Favorable"
"6465",100,"Strongly Favorable"
"6466",45,"Unfavorable"
"6467",55,"Lightly Favorable"
"6468",50,"Unfavorable"
"6469",36,"Unfavorable"
"6470",50,"Unfavorable"
"6471",92,"Strongly Favorable"
"6472",53,"Lightly Favorable"
"6473",90,"Strongly Favorable"
"6475",75,"Lightly Favorable"
"6476",90,"Strongly Favorable"
"6477",1,"Strongly unfavorable"
"6478",18,"Strongly unfavorable"
"6479",50,"Unfavorable"
"6480",50,"Unfavorable"
"6481",80,"Strongly Favorable"
"6482",17,"Strongly unfavorable"
"6483",50,"Unfavorable"
"6484",23,"Strongly unfavorable"
"6485",75,"Lightly Favorable"
"6486",39,"Unfavorable"
"6487",2,"Strongly unfavorable"
"6488",51,"Lightly Favorable"
"6489",81,"Strongly Favorable"
"6490",1,"Strongly unfavorable"
"6491",19,"Strongly unfavorable"
"6492",41,"Unfavorable"
"6493",30,"Unfavorable"
"6494",97,"Strongly Favorable"
"6495",85,"Strongly Favorable"
"6496",10,"Strongly unfavorable"
"6497",17,"Strongly unfavorable"
"6498",70,"Lightly Favorable"
"6499",100,"Strongly Favorable"
"6500",48,"Unfavorable"
"6501",20,"Strongly unfavorable"
"6503",29,"Unfavorable"
"6504",49,"Unfavorable"
"6505",80,"Strongly Favorable"
"6506",64,"Lightly Favorable"
"6507",100,"Strongly Favorable"
"6508",58,"Lightly Favorable"
"6509",90,"Strongly Favorable"
"6510",50,"Unfavorable"
"6511",86,"Strongly Favorable"
"6512",99,"Strongly Favorable"
"6513",14,"Strongly unfavorable"
"6514",4,"Strongly unfavorable"
"6515",15,"Strongly unfavorable"
"6516",51,"Lightly Favorable"
"6517",69,"Lightly Favorable"
"6518",83,"Strongly Favorable"
"6519",40,"Unfavorable"
"6521",53,"Lightly Favorable"
"6522",0,"Strongly unfavorable"
"6523",40,"Unfavorable"
"6524",96,"Strongly Favorable"
"6525",14,"Strongly unfavorable"
"6526",81,"Strongly Favorable"
"6527",61,"Lightly Favorable"
"6528",52,"Lightly Favorable"
"6529",67,"Lightly Favorable"
"6530",12,"Strongly unfavorable"
"6531",50,"Unfavorable"
"6532",30,"Unfavorable"
"6533",89,"Strongly Favorable"
"6534",49,"Unfavorable"
"6535",86,"Strongly Favorable"
"6536",5,"Strongly unfavorable"
"6538",71,"Lightly Favorable"
"6539",79,"Strongly Favorable"
"6540",11,"Strongly unfavorable"
"6541",100,"Strongly Favorable"
"6542",94,"Strongly Favorable"
"6543",53,"Lightly Favorable"
"6544",0,"Strongly unfavorable"
"6545",78,"Strongly Favorable"
"6546",91,"Strongly Favorable"
"6547",85,"Strongly Favorable"
"6548",50,"Unfavorable"
"6549",51,"Lightly Favorable"
"6550",53,"Lightly Favorable"
"6551",81,"Strongly Favorable"
"6552",63,"Lightly Favorable"
"6553",81,"Strongly Favorable"
"6555",80,"Strongly Favorable"
"6557",91,"Strongly Favorable"
"6558",50,"Unfavorable"
"6559",6,"Strongly unfavorable"
"6560",100,"Strongly Favorable"
"6561",99,"Strongly Favorable"
"6562",90,"Strongly Favorable"
"6563",49,"Unfavorable"
"6564",16,"Strongly unfavorable"
"6565",49,"Unfavorable"
"6566",5,"Strongly unfavorable"
"6567",81,"Strongly Favorable"
"6569",60,"Lightly Favorable"
"6570",50,"Unfavorable"
"6571",50,"Unfavorable"
"6572",88,"Strongly Favorable"
"6573",52,"Lightly Favorable"
"6574",26,"Unfavorable"
"6575",99,"Strongly Favorable"
"6576",59,"Lightly Favorable"
"6577",56,"Lightly Favorable"
"6578",52,"Lightly Favorable"
"6579",24,"Strongly unfavorable"
"6580",49,"Unfavorable"
"6582",79,"Strongly Favorable"
"6583",35,"Unfavorable"
"6584",74,"Lightly Favorable"
"6585",48,"Unfavorable"
"6586",84,"Strongly Favorable"
"6588",69,"Lightly Favorable"
"6589",77,"Strongly Favorable"
"6590",77,"Strongly Favorable"
"6591",1,"Strongly unfavorable"
"6592",40,"Unfavorable"
"6593",100,"Strongly Favorable"
"6594",73,"Lightly Favorable"
"6595",28,"Unfavorable"
"6596",50,"Unfavorable"
"6597",77,"Strongly Favorable"
"6598",80,"Strongly Favorable"
"6599",50,"Unfavorable"
"6600",87,"Strongly Favorable"
"6602",3,"Strongly unfavorable"
"6603",3,"Strongly unfavorable"
"6604",31,"Unfavorable"
"6605",53,"Lightly Favorable"
"6606",70,"Lightly Favorable"
"6607",50,"Unfavorable"
"6608",44,"Unfavorable"
"6609",53,"Lightly Favorable"
"6610",51,"Lightly Favorable"
"6611",75,"Lightly Favorable"
"6612",29,"Unfavorable"
"6614",45,"Unfavorable"
"6615",25,"Strongly unfavorable"
"6616",70,"Lightly Favorable"
"6617",50,"Unfavorable"
"6618",94,"Strongly Favorable"
"6619",56,"Lightly Favorable"
"6620",39,"Unfavorable"
"6622",48,"Unfavorable"
"6623",90,"Strongly Favorable"
"6624",1,"Strongly unfavorable"
"6625",58,"Lightly Favorable"
"6626",75,"Lightly Favorable"
"6627",90,"Strongly Favorable"
"6628",21,"Strongly unfavorable"
"6629",14,"Strongly unfavorable"
"6630",80,"Strongly Favorable"
"6631",6,"Strongly unfavorable"
"6632",60,"Lightly Favorable"
"6633",49,"Unfavorable"
"6634",92,"Strongly Favorable"
"6637",80,"Strongly Favorable"
"6638",1,"Strongly unfavorable"
"6639",71,"Lightly Favorable"
"6640",31,"Unfavorable"
"6641",53,"Lightly Favorable"
"6642",5,"Strongly unfavorable"
"6643",81,"Strongly Favorable"
"6644",70,"Lightly Favorable"
"6645",73,"Lightly Favorable"
"6646",100,"Strongly Favorable"
"6647",60,"Lightly Favorable"
"6648",52,"Lightly Favorable"
"6649",96,"Strongly Favorable"
"6650",51,"Lightly Favorable"
"6651",19,"Strongly unfavorable"
"6652",41,"Unfavorable"
"6653",44,"Unfavorable"
"6654",50,"Unfavorable"
"6655",100,"Strongly Favorable"
"6656",100,"Strongly Favorable"
"6657",38,"Unfavorable"
"6658",85,"Strongly Favorable"
"6659",55,"Lightly Favorable"
"6660",70,"Lightly Favorable"
"6661",90,"Strongly Favorable"
"6662",50,"Unfavorable"
"6663",27,"Unfavorable"
"6664",57,"Lightly Favorable"
"6665",80,"Strongly Favorable"
"6666",45,"Unfavorable"
"6667",7,"Strongly unfavorable"
"6668",46,"Unfavorable"
"6669",49,"Unfavorable"
"6670",57,"Lightly Favorable"
"6671",50,"Unfavorable"
"6672",89,"Strongly Favorable"
"6673",40,"Unfavorable"
"6674",1,"Strongly unfavorable"
"6675",60,"Lightly Favorable"
"6676",0,"Strongly unfavorable"
"6677",77,"Strongly Favorable"
"6678",90,"Strongly Favorable"
"6679",50,"Unfavorable"
"6680",75,"Lightly Favorable"
"6681",5,"Strongly unfavorable"
"6682",36,"Unfavorable"
"6683",82,"Strongly Favorable"
"6684",8,"Strongly unfavorable"
"6685",25,"Strongly unfavorable"
"6686",32,"Unfavorable"
"6687",50,"Unfavorable"
"6688",70,"Lightly Favorable"
"6689",80,"Strongly Favorable"
"6690",51,"Lightly Favorable"
"6691",72,"Lightly Favorable"
"6692",75,"Lightly Favorable"
"6693",75,"Lightly Favorable"
"6694",14,"Strongly unfavorable"
"6695",79,"Strongly Favorable"
"6696",9,"Strongly unfavorable"
"6697",0,"Strongly unfavorable"
"6698",40,"Unfavorable"
"6699",27,"Unfavorable"
"6700",51,"Lightly Favorable"
"6701",30,"Unfavorable"
"6702",3,"Strongly unfavorable"
"6703",44,"Unfavorable"
"6704",48,"Unfavorable"
"6705",5,"Strongly unfavorable"
"6707",77,"Strongly Favorable"
"6708",58,"Lightly Favorable"
"6709",40,"Unfavorable"
"6710",76,"Strongly Favorable"
"6711",50,"Unfavorable"
"6712",30,"Unfavorable"
"6713",0,"Strongly unfavorable"
"6714",43,"Unfavorable"
"6715",76,"Strongly Favorable"
"6716",31,"Unfavorable"
"6717",89,"Strongly Favorable"
"6718",63,"Lightly Favorable"
"6719",96,"Strongly Favorable"
"6720",25,"Strongly unfavorable"
"6721",50,"Unfavorable"
"6723",75,"Lightly Favorable"
"6724",20,"Strongly unfavorable"
"6725",82,"Strongly Favorable"
"6726",4,"Strongly unfavorable"
"6727",40,"Unfavorable"
"6729",64,"Lightly Favorable"
"6730",80,"Strongly Favorable"
"6731",17,"Strongly unfavorable"
"6732",11,"Strongly unfavorable"
"6733",61,"Lightly Favorable"
"6734",51,"Lightly Favorable"
"6735",0,"Strongly unfavorable"
"6736",0,"Strongly unfavorable"
"6737",0,"Strongly unfavorable"
"6738",100,"Strongly Favorable"
"6739",50,"Unfavorable"
"6740",85,"Strongly Favorable"
"6741",65,"Lightly Favorable"
"6742",88,"Strongly Favorable"
"6743",97,"Strongly Favorable"
"6745",90,"Strongly Favorable"
"6746",78,"Strongly Favorable"
"6747",46,"Unfavorable"
"6748",100,"Strongly Favorable"
"6749",1,"Strongly unfavorable"
"6751",50,"Unfavorable"
"6752",50,"Unfavorable"
"6753",40,"Unfavorable"
"6754",28,"Unfavorable"
"6755",24,"Strongly unfavorable"
"6756",36,"Unfavorable"
"6757",51,"Lightly Favorable"
"6758",96,"Strongly Favorable"
"6759",11,"Strongly unfavorable"
"6760",50,"Unfavorable"
"6761",75,"Lightly Favorable"
"6762",79,"Strongly Favorable"
"6763",49,"Unfavorable"
"6764",8,"Strongly unfavorable"
"6765",47,"Unfavorable"
"6766",53,"Lightly Favorable"
"6767",91,"Strongly Favorable"
"6768",76,"Strongly Favorable"
"6769",31,"Unfavorable"
"6770",70,"Lightly Favorable"
"6771",79,"Strongly Favorable"
"6772",27,"Unfavorable"
"6773",10,"Strongly unfavorable"
"6774",29,"Unfavorable"
"6775",81,"Strongly Favorable"
"6776",55,"Lightly Favorable"
"6777",83,"Strongly Favorable"
"6778",74,"Lightly Favorable"
"6779",51,"Lightly Favorable"
"6780",99,"Strongly Favorable"
"6781",52,"Lightly Favorable"
"6783",60,"Lightly Favorable"
"6784",100,"Strongly Favorable"
"6785",59,"Lightly Favorable"
"6786",52,"Lightly Favorable"
"6787",68,"Lightly Favorable"
"6788",28,"Unfavorable"
"6789",96,"Strongly Favorable"
"6790",50,"Unfavorable"
"6792",75,"Lightly Favorable"
"6793",95,"Strongly Favorable"
"6794",50,"Unfavorable"
"6795",78,"Strongly Favorable"
"6797",81,"Strongly Favorable"
"6799",56,"Lightly Favorable"
"6800",60,"Lightly Favorable"
"6801",0,"Strongly unfavorable"
"6802",79,"Strongly Favorable"
"6804",25,"Strongly unfavorable"
"6805",100,"Strongly Favorable"
"6806",93,"Strongly Favorable"
"6807",80,"Strongly Favorable"
"6808",51,"Lightly Favorable"
"6809",3,"Strongly unfavorable"
"6810",66,"Lightly Favorable"
"6811",51,"Lightly Favorable"
"6812",34,"Unfavorable"
"6813",3,"Strongly unfavorable"
"6814",69,"Lightly Favorable"
"6815",27,"Unfavorable"
"6816",50,"Unfavorable"
"6817",13,"Strongly unfavorable"
"6818",60,"Lightly Favorable"
"6819",47,"Unfavorable"
"6820",78,"Strongly Favorable"
"6821",51,"Lightly Favorable"
"6822",81,"Strongly Favorable"
"6824",70,"Lightly Favorable"
"6825",94,"Strongly Favorable"
"6826",1,"Strongly unfavorable"
"6827",85,"Strongly Favorable"
"6828",94,"Strongly Favorable"
"6829",95,"Strongly Favorable"
"6831",96,"Strongly Favorable"
"6832",5,"Strongly unfavorable"
"6833",9,"Strongly unfavorable"
"6834",4,"Strongly unfavorable"
"6835",99,"Strongly Favorable"
"6836",1,"Strongly unfavorable"
"6837",88,"Strongly Favorable"
"6838",30,"Unfavorable"
"6839",56,"Lightly Favorable"
"6840",50,"Unfavorable"
"6842",90,"Strongly Favorable"
"6843",81,"Strongly Favorable"
"6844",87,"Strongly Favorable"
"6845",56,"Lightly Favorable"
"6846",5,"Strongly unfavorable"
"6847",50,"Unfavorable"
"6848",60,"Lightly Favorable"
"6849",50,"Unfavorable"
"6850",99,"Strongly Favorable"
"6851",66,"Lightly Favorable"
"6852",23,"Strongly unfavorable"
"6854",66,"Lightly Favorable"
"6855",57,"Lightly Favorable"
"6856",66,"Lightly Favorable"
"6857",51,"Lightly Favorable"
"6858",72,"Lightly Favorable"
"6859",58,"Lightly Favorable"
"6860",1,"Strongly unfavorable"
"6861",100,"Strongly Favorable"
"6862",79,"Strongly Favorable"
"6863",71,"Lightly Favorable"
"6864",90,"Strongly Favorable"
"6865",75,"Lightly Favorable"
"6866",15,"Strongly unfavorable"
"6867",23,"Strongly unfavorable"
"6868",43,"Unfavorable"
"6869",74,"Lightly Favorable"
"6870",2,"Strongly unfavorable"
"6871",13,"Strongly unfavorable"
"6873",50,"Unfavorable"
"6874",79,"Strongly Favorable"
"6875",82,"Strongly Favorable"
"6876",100,"Strongly Favorable"
"6877",90,"Strongly Favorable"
"6878",63,"Lightly Favorable"
"6879",100,"Strongly Favorable"
"6880",46,"Unfavorable"
"6881",85,"Strongly Favorable"
"6882",50,"Unfavorable"
"6883",10,"Strongly unfavorable"
"6884",48,"Unfavorable"
"6885",100,"Strongly Favorable"
"6886",20,"Strongly unfavorable"
"6887",28,"Unfavorable"
"6888",52,"Lightly Favorable"
"6889",91,"Strongly Favorable"
"6890",80,"Strongly Favorable"
"6891",46,"Unfavorable"
"6892",90,"Strongly Favorable"
"6893",50,"Unfavorable"
"6894",75,"Lightly Favorable"
"6895",95,"Strongly Favorable"
"6896",80,"Strongly Favorable"
"6897",100,"Strongly Favorable"
"6898",51,"Lightly Favorable"
"6899",79,"Strongly Favorable"
"6900",71,"Lightly Favorable"
"6901",61,"Lightly Favorable"
"6902",62,"Lightly Favorable"
"6903",44,"Unfavorable"
"6904",50,"Unfavorable"
"6905",69,"Lightly Favorable"
"6906",50,"Unfavorable"
"6907",1,"Strongly unfavorable"
"6908",100,"Strongly Favorable"
"6909",100,"Strongly Favorable"
"6910",100,"Strongly Favorable"
"6911",51,"Lightly Favorable"
"6912",75,"Lightly Favorable"
"6913",55,"Lightly Favorable"
"6914",77,"Strongly Favorable"
"6915",70,"Lightly Favorable"
"6916",79,"Strongly Favorable"
"6917",34,"Unfavorable"
"6918",12,"Strongly unfavorable"
"6919",90,"Strongly Favorable"
"6920",80,"Strongly Favorable"
"6921",61,"Lightly Favorable"
"6922",50,"Unfavorable"
"6923",100,"Strongly Favorable"
"6924",82,"Strongly Favorable"
"6925",43,"Unfavorable"
"6926",60,"Lightly Favorable"
"6927",93,"Strongly Favorable"
"6928",80,"Strongly Favorable"
"6929",80,"Strongly Favorable"
"6930",31,"Unfavorable"
"6931",50,"Unfavorable"
"6932",62,"Lightly Favorable"
"6933",90,"Strongly Favorable"
"6934",100,"Strongly Favorable"
"6935",100,"Strongly Favorable"
"6936",80,"Strongly Favorable"
"6937",26,"Unfavorable"
"6938",63,"Lightly Favorable"
"6939",80,"Strongly Favorable"
"6940",91,"Strongly Favorable"
"6941",79,"Strongly Favorable"
"6942",89,"Strongly Favorable"
"6943",6,"Strongly unfavorable"
"6944",82,"Strongly Favorable"
"6945",41,"Unfavorable"
"6946",88,"Strongly Favorable"
"6947",51,"Lightly Favorable"
"6948",12,"Strongly unfavorable"
"6949",84,"Strongly Favorable"
"6950",84,"Strongly Favorable"
"6951",50,"Unfavorable"
"6952",51,"Lightly Favorable"
"6953",69,"Lightly Favorable"
"6954",1,"Strongly unfavorable"
"6955",56,"Lightly Favorable"
"6956",100,"Strongly Favorable"
"6957",99,"Strongly Favorable"
"6958",50,"Unfavorable"
"6959",51,"Lightly Favorable"
"6960",90,"Strongly Favorable"
"6961",53,"Lightly Favorable"
"6962",45,"Unfavorable"
"6963",48,"Unfavorable"
"6964",2,"Strongly unfavorable"
"6965",99,"Strongly Favorable"
"6966",50,"Unfavorable"
"6967",52,"Lightly Favorable"
"6968",75,"Lightly Favorable"
